filename,doi,guest_molecule,KD_A,PLD_A,guest_composition,zeolite_name,std_zeolite_name,si_al_ratio,modified_ion,loading_value,loading_unit,diffusion_coefficient_value,diffusion_coefficient_unit,temperature_value,temperature_unit,concentration_value,concentration_unit,adsorption_loading_value,adsorption_loading_unit,pressure_value,pressure_unit,experimental_method,distinguishing_variable,method_type,method_category
S1387181109000419,10.1016/j.micromeso.2009.01.025,toluene,5.85,4.7,,H-ZSM-5,MFI-H,45,,,,7.74e-13,m2/s,676.0,K,,,0.66,molec/u.c.,0.0003,bar,Frequency Response,"model: dual process, constant PSD=1.49e-6 m; component: D_mean",Experimental,FR
S1387181109000419,10.1016/j.micromeso.2009.01.025,"1,4-dimethylbenzene",5.8,4.7,,H-ZSM-5,MFI-H,45,,,,3.9e-13,m2/s,616.0,K,,,3.6,molec/u.c.,0.0003,bar,Frequency Response,"model: dual process, constant PSD=1.49e-6 m; component: D1",Experimental,FR
S1387181109000419,10.1016/j.micromeso.2009.01.025,"1,4-dimethylbenzene",5.8,4.7,,H-ZSM-5,MFI-H,45,,,,1.7e-14,m2/s,616.0,K,,,3.6,molec/u.c.,0.0003,bar,Frequency Response,"model: dual process, constant PSD=1.49e-6 m; component: D2",Experimental,FR
S1387181109000419,10.1016/j.micromeso.2009.01.025,"1,4-dimethylbenzene",5.8,4.7,,H-ZSM-5,MFI-H,45,,,,1.16e-13,m2/s,616.0,K,,,3.6,molec/u.c.,0.0003,bar,Frequency Response,"model: dual process, constant PSD=1.49e-6 m; component: D_mean",Experimental,FR
S1387181109000419,10.1016/j.micromeso.2009.01.025,"1,4-dimethylbenzene",5.8,4.7,,H-ZSM-5,MFI-H,45,,,,5.65e-13,m2/s,646.0,K,,,2.15,molec/u.c.,0.0003,bar,Frequency Response,"model: dual process, constant PSD=1.49e-6 m; component: D1",Experimental,FR
S1387181109000419,10.1016/j.micromeso.2009.01.025,"1,4-dimethylbenzene",5.8,4.7,,H-ZSM-5,MFI-H,45,,,,4.4e-14,m2/s,646.0,K,,,2.15,molec/u.c.,0.0003,bar,Frequency Response,"model: dual process, constant PSD=1.49e-6 m; component: D2",Experimental,FR
S1387181109000419,10.1016/j.micromeso.2009.01.025,"1,4-dimethylbenzene",5.8,4.7,,H-ZSM-5,MFI-H,45,,,,2.26e-13,m2/s,646.0,K,,,2.15,molec/u.c.,0.0003,bar,Frequency Response,"model: dual process, constant PSD=1.49e-6 m; component: D_mean",Experimental,FR
S1387181109000419,10.1016/j.micromeso.2009.01.025,"1,4-dimethylbenzene",5.8,4.7,,H-ZSM-5,MFI-H,45,,,,1.09e-12,m2/s,676.0,K,,,1.09,molec/u.c.,0.0003,bar,Frequency Response,"model: dual process, constant PSD=1.49e-6 m; component: D1",Experimental,FR
S1387181109000419,10.1016/j.micromeso.2009.01.025,"1,4-dimethylbenzene",5.8,4.7,,H-ZSM-5,MFI-H,45,,,,9.3e-14,m2/s,676.0,K,,,1.09,molec/u.c.,0.0003,bar,Frequency Response,"model: dual process, constant PSD=1.49e-6 m; component: D2",Experimental,FR
S1387181109000419,10.1016/j.micromeso.2009.01.025,"1,4-dimethylbenzene",5.8,4.7,,H-ZSM-5,MFI-H,45,,,,3.85e-13,m2/s,676.0,K,,,1.09,molec/u.c.,0.0003,bar,Frequency Response,"model: dual process, constant PSD=1.49e-6 m; component: D_mean",Experimental,FR
S1387181109000730,10.1016/j.micromeso.2009.02.014,pentane,4.5,7.4,,NaX,FAU-NaX,,,,,5.1e-11,m2/s,298.0,K,,,500,mg/g,,,PFG NMR (DEXSY),type: intracrystalline; crystal_size: 15 μm,Experimental,PFG NMR
S1387181109000730,10.1016/j.micromeso.2009.02.014,pentane,4.5,7.4,,NaX,FAU-NaX,,,,,8.2e-12,m2/s,298.0,K,,,500,mg/g,,,PFG NMR (DEXSY),type: effective desorption; crystal_size: 15 μm,Experimental,PFG NMR
S1387181109000730,10.1016/j.micromeso.2009.02.014,water,2.65,7.4,,NaX,FAU-NaX,,,,,2.9e-10,m2/s,293.0,K,,,,,,,PFG NMR (13-interval),origin: residual water in propane sample,Experimental,PFG NMR
S1387181109000730,10.1016/j.micromeso.2009.02.014,propane,4.3,7.4,,NaX,FAU-NaX,,,,,3.2e-09,m2/s,293.0,K,,,40,mg/g,,,PFG NMR (13-interval),sample: single component,Experimental,PFG NMR
S1387181109000730,10.1016/j.micromeso.2009.02.014,propene,4.5,7.4,,NaX,FAU-NaX,,,,,3e-10,m2/s,293.0,K,,,40,mg/g,,,PFG NMR (13-interval),sample: single component,Experimental,PFG NMR
S1387181109000730,10.1016/j.micromeso.2009.02.014,propene,4.5,7.4,,NaX,FAU-NaX,,,,,3.6e-10,m2/s,293.0,K,,,20,mg/g,,,FT PFG NMR,sample: mixture (1:1 propane-propylene); peak: 6.5-5.1 ppm,Experimental,PFG NMR
S1387181109000730,10.1016/j.micromeso.2009.02.014,propene,4.5,7.4,,NaX,FAU-NaX,,,,,3.5e-10,m2/s,293.0,K,,,20,mg/g,,,FT PFG NMR,sample: mixture (1:1 propane-propylene); peak: 1.8 ppm,Experimental,PFG NMR
S1387181109000730,10.1016/j.micromeso.2009.02.014,propane,4.3,7.4,,NaX,FAU-NaX,,,,,3.3e-09,m2/s,293.0,K,,,20,mg/g,,,FT PFG NMR,sample: mixture (1:1 propane-propylene); peak: 1.1 ppm,Experimental,PFG NMR
S1387181110000454,10.1016/j.micromeso.2010.02.011,carbon dioxide,3.3,3.65,,DD3R,DDR-H,,,,,1.7e-11,m2/s,303.0,K,,,,,,,membrane permeation,,Experimental,Membrane Permeation
S1387181110000454,10.1016/j.micromeso.2010.02.011,carbon monoxide,3.76,3.65,,DD3R,DDR-H,,,,,4.1e-11,m2/s,303.0,K,,,,,,,membrane permeation,,Experimental,Membrane Permeation
S1387181110000454,10.1016/j.micromeso.2010.02.011,dihydrogen,2.89,3.65,,DD3R,DDR-H,,,,,5.1e-09,m2/s,303.0,K,,,,,,,membrane permeation,,Experimental,Membrane Permeation
S1387181110000454,10.1016/j.micromeso.2010.02.011,nitrogen,3.64,3.65,,DD3R,DDR-H,,,,,3.2e-11,m2/s,303.0,K,,,,,,,membrane permeation,,Experimental,Membrane Permeation
S1387181111000424,10.1016/j.micromeso.2011.01.028,water,2.65,3.8,,chabazite,CHA,2,,,,5e-13,m2/s,300.0,K,,,13,molecules per cavity,,,Molecular Dynamics,,Computational,MD
S1387181111005610,10.1016/j.micromeso.2011.11.035,caesium(1+),,4.1,,zeolite-A,LTA-Na,,,,,1.81e-10,m2/s,773.0,K,1,mol/L,,,,,ion exchange kinetics,,Experimental,Uptake/Release
S1387181111005610,10.1016/j.micromeso.2011.11.035,caesium(1+),,4.1,,zeolite-A,LTA-Na,,,,,1.47e-10,m2/s,773.0,K,2.5,mol/L,,,,,ion exchange kinetics,,Experimental,Uptake/Release
S1387181111005610,10.1016/j.micromeso.2011.11.035,caesium(1+),,4.1,,zeolite-A,LTA-Na,,,,,2.58e-10,m2/s,773.0,K,5,mol/L,,,,,ion exchange kinetics,,Experimental,Uptake/Release
S1387181111005610,10.1016/j.micromeso.2011.11.035,strontium(2+),,4.1,,zeolite-A,LTA-Na,,,,,8.36e-11,m2/s,773.0,K,1,mol/L,,,,,ion exchange kinetics,,Experimental,Uptake/Release
S1387181111005610,10.1016/j.micromeso.2011.11.035,strontium(2+),,4.1,,zeolite-A,LTA-Na,,,,,6.75e-11,m2/s,773.0,K,2.5,mol/L,,,,,ion exchange kinetics,,Experimental,Uptake/Release
S1387181111005610,10.1016/j.micromeso.2011.11.035,strontium(2+),,4.1,,zeolite-A,LTA-Na,,,,,3.85e-11,m2/s,773.0,K,5,mol/L,,,,,ion exchange kinetics,,Experimental,Uptake/Release
S1387181111005610,10.1016/j.micromeso.2011.11.035,caesium(1+),,4.1,,zeolite-A,LTA-Na,,,,,2e-10,m2/s,773.0,K,,,,,,,ion exchange kinetics,,Experimental,Uptake/Release
S1387181111005610,10.1016/j.micromeso.2011.11.035,strontium(2+),,4.1,,zeolite-A,LTA-Na,,,,,6.3e-11,m2/s,773.0,K,,,,,,,ion exchange kinetics,,Experimental,Uptake/Release
S1387181111006238,10.1016/j.micromeso.2011.12.025,butane,4.3,4.1,,CaA (Yucel 1),LTA-Ca,1.04,Ca2+,5.46,per pseudo cell,6e-14,m2/s,273.0,K,,,,,,,Gravimetric uptake,diffusivity_type: corrected diffusivity (D_o),Experimental,Uptake/Release
S1387181111006238,10.1016/j.micromeso.2011.12.025,butane,4.3,4.1,,Linde 5A (lot 550045),LTA-Ca,1.01,Ca2+,4.66,per pseudo cell,6e-16,m2/s,273.0,K,,,,,,,Gravimetric uptake,diffusivity_type: corrected diffusivity (D_o),Experimental,Uptake/Release
S1387181111006238,10.1016/j.micromeso.2011.12.025,butane,4.3,4.1,,CaA (Yucel 1),LTA-Ca,1.04,Ca2+,5.46,per pseudo cell,3.1e-15,m2/s,273.0,K,,,,,11–23,Torr,Gravimetric uptake,diffusivity_type: D (pre-treated); water_content: 0 mol/cage,Experimental,Uptake/Release
S1387181111006238,10.1016/j.micromeso.2011.12.025,butane,4.3,4.1,,CaA (Yucel 1),LTA-Ca,1.04,Ca2+,5.46,per pseudo cell,4e-13,m2/s,273.0,K,,,,,11–23,Torr,Gravimetric uptake,diffusivity_type: D' (fully dehydrated); water_content: 0 mol/cage,Experimental,Uptake/Release
S1387181111006238,10.1016/j.micromeso.2011.12.025,butane,4.3,4.1,,CaA (Yucel 1),LTA-Ca,1.04,Ca2+,5.46,per pseudo cell,3.3e-16,m2/s,273.0,K,,,,,53–68,Torr,Gravimetric uptake,diffusivity_type: D (pre-treated); water_content: 0.34 mol/cage,Experimental,Uptake/Release
S1387181111006238,10.1016/j.micromeso.2011.12.025,butane,4.3,4.1,,CaA (Yucel 1),LTA-Ca,1.04,Ca2+,5.46,per pseudo cell,5.2e-13,m2/s,273.0,K,,,,,53–68,Torr,Gravimetric uptake,diffusivity_type: D' (fully dehydrated); water_content: 0.34 mol/cage,Experimental,Uptake/Release
S1387181111006238,10.1016/j.micromeso.2011.12.025,butane,4.3,4.1,,CaA (Yucel 1),LTA-Ca,1.04,Ca2+,5.46,per pseudo cell,7.4e-17,m2/s,273.0,K,,,,,86–106,Torr,Gravimetric uptake,diffusivity_type: D (pre-treated); water_content: 0.47 mol/cage,Experimental,Uptake/Release
S1387181111006238,10.1016/j.micromeso.2011.12.025,butane,4.3,4.1,,CaA (Yucel 1),LTA-Ca,1.04,Ca2+,5.46,per pseudo cell,5.5e-13,m2/s,273.0,K,,,,,86–106,Torr,Gravimetric uptake,diffusivity_type: D' (fully dehydrated); water_content: 0.47 mol/cage,Experimental,Uptake/Release
S1387181111006238,10.1016/j.micromeso.2011.12.025,butane,4.3,4.1,,CaA (Yucel 1),LTA-Ca,1.04,Ca2+,5.46,per pseudo cell,1.1e-16,m2/s,295.0,K,,,,,10–22,Torr,Gravimetric uptake,diffusivity_type: D (pre-treated); water_content: 0.73 mol/cage,Experimental,Uptake/Release
S1387181111006238,10.1016/j.micromeso.2011.12.025,butane,4.3,4.1,,CaA (Yucel 1),LTA-Ca,1.04,Ca2+,5.46,per pseudo cell,5.8e-13,m2/s,295.0,K,,,,,10–22,Torr,Gravimetric uptake,diffusivity_type: D' (fully dehydrated); water_content: 0.73 mol/cage,Experimental,Uptake/Release
S1387181111006238,10.1016/j.micromeso.2011.12.025,butane,4.3,4.1,,CaA (Yucel 1),LTA-Ca,1.04,Ca2+,5.46,per pseudo cell,7.7e-16,m2/s,295.0,K,,,,,43–60,Torr,Gravimetric uptake,diffusivity_type: D (pre-treated); water_content: 1.1 mol/cage,Experimental,Uptake/Release
S1387181111006238,10.1016/j.micromeso.2011.12.025,butane,4.3,4.1,,CaA (Yucel 1),LTA-Ca,1.04,Ca2+,5.46,per pseudo cell,1.4e-12,m2/s,295.0,K,,,,,43–60,Torr,Gravimetric uptake,diffusivity_type: D' (fully dehydrated); water_content: 1.1 mol/cage,Experimental,Uptake/Release
S1387181111006238,10.1016/j.micromeso.2011.12.025,butane,4.3,4.1,,CaA (Yucel 1),LTA-Ca,1.04,Ca2+,5.46,per pseudo cell,1.9e-16,m2/s,313.0,K,,,,,10–23,Torr,Gravimetric uptake,diffusivity_type: D (pre-treated); water_content: 1.5 mol/cage,Experimental,Uptake/Release
S1387181111006238,10.1016/j.micromeso.2011.12.025,butane,4.3,4.1,,CaA (Yucel 1),LTA-Ca,1.04,Ca2+,5.46,per pseudo cell,7.4e-13,m2/s,313.0,K,,,,,10–23,Torr,Gravimetric uptake,diffusivity_type: D' (fully dehydrated); water_content: 1.5 mol/cage,Experimental,Uptake/Release
S1387181111006238,10.1016/j.micromeso.2011.12.025,butane,4.3,4.1,,CaA (Yucel 1),LTA-Ca,1.04,Ca2+,5.46,per pseudo cell,2e-16,m2/s,313.0,K,,,,,23–45,Torr,Gravimetric uptake,diffusivity_type: D (pre-treated); water_content: 1.8 mol/cage,Experimental,Uptake/Release
S1387181111006238,10.1016/j.micromeso.2011.12.025,butane,4.3,4.1,,CaA (Yucel 1),LTA-Ca,1.04,Ca2+,5.46,per pseudo cell,1.45e-12,m2/s,313.0,K,,,,,23–45,Torr,Gravimetric uptake,diffusivity_type: D' (fully dehydrated); water_content: 1.8 mol/cage,Experimental,Uptake/Release
S1387181111006238,10.1016/j.micromeso.2011.12.025,butane,4.3,4.1,,CaA (Yucel 1),LTA-Ca,1.04,Ca2+,5.46,per pseudo cell,2e-16,m2/s,313.0,K,,,,,68–87,Torr,Gravimetric uptake,diffusivity_type: D (pre-treated); water_content: 2.2 mol/cage,Experimental,Uptake/Release
S1387181111006238,10.1016/j.micromeso.2011.12.025,butane,4.3,4.1,,CaA (Yucel 1),LTA-Ca,1.04,Ca2+,5.46,per pseudo cell,1.73e-12,m2/s,313.0,K,,,,,68–87,Torr,Gravimetric uptake,diffusivity_type: D' (fully dehydrated); water_content: 2.2 mol/cage,Experimental,Uptake/Release
S1387181111006238,10.1016/j.micromeso.2011.12.025,nitrogen,3.64,4.1,,Linde 5A (lot 550045),LTA-Ca,1.01,Ca2+,4.66,per pseudo cell,2.4e-14,m2/s,250.0,K,,,,,,,Gravimetric uptake,,Experimental,Uptake/Release
S1387181113000310,10.1016/j.micromeso.2013.01.011,water,2.65,7.4,,Li-LSX,FAU-LiX,1.02,Li+,90.9,%,7e-09,m2/s,373.0,K,,,171,molecules/unit cell,,,PFG NMR,diffusion_type: long-range; analysis: effective diffusivity from steep decay; observation_time: 10 ms,Experimental,PFG NMR
S1387181113000310,10.1016/j.micromeso.2013.01.011,water,2.65,7.4,,Li-LSX,FAU-LiX,1.02,Li+,90.9,%,2.5e-10,m2/s,373.0,K,,,171,molecules/unit cell,,,PFG NMR,diffusion_type: intracrystalline; analysis: tracer desorption estimate; observation_time: 10 ms; crystal_radius: 5 μm,Experimental,PFG NMR
S1387181113000310,10.1016/j.micromeso.2013.01.011,lithium(1+),,7.4,,Li-LSX,FAU-LiX,1.02,Li+,90.9,%,2e-11,m2/s,373.0,K,,,,,,,PFG NMR,observation_time: 2 ms; nucleus: 7Li,Experimental,PFG NMR
S1387181113000310,10.1016/j.micromeso.2013.01.011,lithium(1+),,7.4,,Li-LSX,FAU-LiX,1.02,Li+,90.9,%,4.6e-11,m2/s,423.0,K,,,,,,,PFG NMR,observation_time: 2 ms; nucleus: 7Li,Experimental,PFG NMR
S1387181113000310,10.1016/j.micromeso.2013.01.011,lithium(1+),,7.4,,Li-LSX,FAU-LiX,1.02,Li+,90.9,%,6.4e-11,m2/s,473.0,K,,,,,,,PFG NMR,observation_time: 2 ms; nucleus: 7Li,Experimental,PFG NMR
S1387181113003284,10.1016/j.micromeso.2013.06.038,ethane,4.0,3.65,,DDR I,DDR,,,,,1.8e-13,m2/s,298.0,K,,,3.5,molecules/unit cell,0.21,bar,Interference Microscopy (IFM),method: short-time analysis,Experimental,Microimaging
S1387181113003284,10.1016/j.micromeso.2013.06.038,ethane,4.0,3.65,,DDR I,DDR,,,,,1.56e-13,m2/s,298.0,K,,,3.5,molecules/unit cell,0.21,bar,Interference Microscopy (IFM),method: center-line analysis,Experimental,Microimaging
S1387181113003284,10.1016/j.micromeso.2013.06.038,ethane,4.0,3.65,,DDR I,DDR,,,,,1.6e-13,m2/s,298.0,K,,,3.5,molecules/unit cell,0.21,bar,Interference Microscopy (IFM),method: full-profile fitting,Experimental,Microimaging
S1387181113003284,10.1016/j.micromeso.2013.06.038,ethane,4.0,3.65,,DDR I,DDR,,,,,2.5e-13,m2/s,298.0,K,,,3.5,molecules/unit cell,0.21,bar,Interference Microscopy (IFM),method: integral uptake curve fitting,Experimental,Microimaging
S1387181113003284,10.1016/j.micromeso.2013.06.038,ethane,4.0,3.65,,DDR II,DDR,1662,,,,5e-14,m2/s,298.0,K,,,3.5,molecules/unit cell,0.21,bar,Interference Microscopy (IFM),method: center-line analysis,Experimental,Microimaging
S1387181113003284,10.1016/j.micromeso.2013.06.038,ethane,4.0,3.65,,DDR II,DDR,1662,,,,6.1e-14,m2/s,298.0,K,,,3.5,molecules/unit cell,0.21,bar,Interference Microscopy (IFM),method: full-profile fitting,Experimental,Microimaging
S1387181113003284,10.1016/j.micromeso.2013.06.038,ethane,4.0,3.65,,DDR II,DDR,1662,,,,1.5e-13,m2/s,298.0,K,,,3.5,molecules/unit cell,0.21,bar,Interference Microscopy (IFM),method: integral uptake curve fitting,Experimental,Microimaging
S1387181113003284,10.1016/j.micromeso.2013.06.038,ethane,4.0,3.65,,DDR III,DDR,950,,,,3.5e-14,m2/s,298.0,K,,,3.5,molecules/unit cell,0.21,bar,Interference Microscopy (IFM),method: center-line analysis,Experimental,Microimaging
S1387181113003284,10.1016/j.micromeso.2013.06.038,ethane,4.0,3.65,,DDR III,DDR,950,,,,6.3e-14,m2/s,298.0,K,,,3.5,molecules/unit cell,0.21,bar,Interference Microscopy (IFM),method: integral uptake curve fitting,Experimental,Microimaging
S1387181113003284,10.1016/j.micromeso.2013.06.038,methane,3.8,3.65,,DDR I,DDR,,,,,1.1e-12,m2/s,298.0,K,,,2.89,molecules/unit cell,0.8,bar,Interference Microscopy (IFM),method: integral uptake curve fitting,Experimental,Microimaging
S1387181113003284,10.1016/j.micromeso.2013.06.038,methane,3.8,3.65,,DDR II,DDR,1662,,,,5.5e-13,m2/s,298.0,K,,,2.89,molecules/unit cell,0.8,bar,Interference Microscopy (IFM),method: center-line analysis,Experimental,Microimaging
S1387181113003284,10.1016/j.micromeso.2013.06.038,methane,3.8,3.65,,DDR II,DDR,1662,,,,9.6e-13,m2/s,298.0,K,,,2.89,molecules/unit cell,0.8,bar,Interference Microscopy (IFM),method: full-profile fitting,Experimental,Microimaging
S1387181113003284,10.1016/j.micromeso.2013.06.038,methane,3.8,3.65,,DDR II,DDR,1662,,,,1.1e-12,m2/s,298.0,K,,,2.89,molecules/unit cell,0.8,bar,Interference Microscopy (IFM),method: integral uptake curve fitting,Experimental,Microimaging
S1387181113003284,10.1016/j.micromeso.2013.06.038,ethene,3.9,3.65,,DDR I,DDR,,,,,2.6e-13,m2/s,298.0,K,,,3.47,molecules/unit cell,0.21,bar,Interference Microscopy (IFM),method: center-line analysis,Experimental,Microimaging
S1387181113003284,10.1016/j.micromeso.2013.06.038,ethene,3.9,3.65,,DDR I,DDR,,,,,3.3e-13,m2/s,298.0,K,,,3.47,molecules/unit cell,0.21,bar,Interference Microscopy (IFM),method: integral uptake curve fitting; mode: desorption,Experimental,Microimaging
S1387181113003284,10.1016/j.micromeso.2013.06.038,ethene,3.9,3.65,,DDR I,DDR,,,,,5.1e-13,m2/s,298.0,K,,,3.47,molecules/unit cell,0.21,bar,Interference Microscopy (IFM),method: integral uptake curve fitting; mode: adsorption,Experimental,Microimaging
S1387181113003284,10.1016/j.micromeso.2013.06.038,ethene,3.9,3.65,,DDR II,DDR,1662,,,,1e-13,m2/s,298.0,K,,,3.47,molecules/unit cell,0.21,bar,Interference Microscopy (IFM),method: center-line analysis,Experimental,Microimaging
S1387181113003284,10.1016/j.micromeso.2013.06.038,ethene,3.9,3.65,,DDR II,DDR,1662,,,,3e-13,m2/s,298.0,K,,,3.47,molecules/unit cell,0.21,bar,Interference Microscopy (IFM),method: integral uptake curve fitting,Experimental,Microimaging
S1387181113003284,10.1016/j.micromeso.2013.06.038,propene,4.5,3.65,,DDR I,DDR,,,,,6.5e-16,m2/s,298.0,K,,,3.46,molecules/unit cell,0.025,bar,Interference Microscopy (IFM),method: short-time analysis,Experimental,Microimaging
S1387181113003284,10.1016/j.micromeso.2013.06.038,propene,4.5,3.65,,DDR I,DDR,,,,,1.4e-15,m2/s,298.0,K,,,3.46,molecules/unit cell,0.025,bar,Interference Microscopy (IFM),method: integral uptake curve fitting,Experimental,Microimaging
S1387181113003284,10.1016/j.micromeso.2013.06.038,propene,4.5,3.65,,DDR II,DDR,1662,,,,3e-16,m2/s,298.0,K,,,3.46,molecules/unit cell,0.025,bar,Interference Microscopy (IFM),method: integral uptake curve fitting; mode: desorption,Experimental,Microimaging
S1387181113003284,10.1016/j.micromeso.2013.06.038,propene,4.5,3.65,,DDR II,DDR,1662,,,,1e-15,m2/s,298.0,K,,,3.46,molecules/unit cell,0.025,bar,Interference Microscopy (IFM),method: integral uptake curve fitting; mode: adsorption,Experimental,Microimaging
S1387181113003454,10.1016/j.micromeso.2013.07.009,benzene,5.35,6.6,,siliceous beta zeolite,*BEA-H,,,,,3.3e-09,m2/s,300.0,K,,,2,molecules/unit cell,,,Molecular Dynamics,,Computational,MD
S1387181113003454,10.1016/j.micromeso.2013.07.009,benzene,5.35,6.6,,siliceous beta zeolite,*BEA-H,,,,,6.3e-09,m2/s,350.0,K,,,2,molecules/unit cell,,,Molecular Dynamics,,Computational,MD
S1387181113003806,10.1016/j.micromeso.2013.08.004,carbon dioxide,3.3,3.65,,ZSM-58 (DDR),DDR-H,,,,,6.5e-10,m2/s,298.0,K,,,1.2,mmol/g,,,PFG NMR,observation_time: 10 ms,Experimental,PFG NMR
S1387181113003806,10.1016/j.micromeso.2013.08.004,methane,3.8,3.65,,ZSM-58 (DDR),DDR-H,,,,,1.03e-11,m2/s,298.0,K,,,1.4,mmol/g,,,PFG NMR,observation_time: 10 ms,Experimental,PFG NMR
S1387181113003806,10.1016/j.micromeso.2013.08.004,carbon dioxide,3.3,3.65,,ZSM-58 (DDR),DDR-H,,,,,7.4e-10,m2/s,298.0,K,,,1.2,mmol/g,,,PFG NMR,observation_time: average over 2.5-40 ms,Experimental,PFG NMR
S1387181114005113,10.1016/j.micromeso.2014.09.009,water,2.65,4.1,,LTA-4A,LTA-4A,1,,,,4.31e-11,m2/s,298.0,K,,,224,molecules/unit cell,,,Molecular Dynamics,water_model: SPC/E,Computational,MD
S1387181114005113,10.1016/j.micromeso.2014.09.009,water,2.65,4.1,,LTA-4A,LTA-4A,1,,,,5.8e-11,m2/s,298.0,K,,,224,molecules/unit cell,,,Molecular Dynamics,water_model: fSPC/E,Computational,MD
S1387181114005113,10.1016/j.micromeso.2014.09.009,water,2.65,4.1,,LTA-4A,LTA-4A,1,,,,6.61e-11,m2/s,298.0,K,,,224,molecules/unit cell,,,Molecular Dynamics,water_model: fSPC,Computational,MD
S1387181114005113,10.1016/j.micromeso.2014.09.009,water,2.65,4.1,,LTA-3A,LTA-K,1,,,,2.77e-11,m2/s,503.0,K,,,224,molecules/unit cell,,,Molecular Dynamics,,Computational,MD
S1387181114005113,10.1016/j.micromeso.2014.09.009,water,2.65,4.1,,LTA-4A,LTA-4A,1,,,,7.32e-10,m2/s,503.0,K,,,224,molecules/unit cell,,,Molecular Dynamics,,Computational,MD
S1387181114005113,10.1016/j.micromeso.2014.09.009,water,2.65,4.1,,LTA-3A,LTA-K,1,,,,1.65e-11,m2/s,503.0,K,,,224,molecules/unit cell,,,Molecular Dynamics,charge_scale: 75%,Computational,MD
S1387181114005113,10.1016/j.micromeso.2014.09.009,water,2.65,4.1,,LTA-3A,LTA-K,1,,,,9.9e-12,m2/s,503.0,K,,,224,molecules/unit cell,,,Molecular Dynamics,charge_scale: 50%,Computational,MD
S1387181114005113,10.1016/j.micromeso.2014.09.009,water,2.65,4.1,,LTA-3A,LTA-K,1,,,,1.1e-11,m2/s,503.0,K,,,224,molecules/unit cell,,,Molecular Dynamics,charge_scale: 25%,Computational,MD
S1387181114005113,10.1016/j.micromeso.2014.09.009,water,2.65,4.1,,LTA-4A,LTA-4A,1,,,,8.65e-10,m2/s,503.0,K,,,224,molecules/unit cell,,,Molecular Dynamics,charge_scale: 75%,Computational,MD
S1387181114005113,10.1016/j.micromeso.2014.09.009,water,2.65,4.1,,LTA-4A,LTA-4A,1,,,,7.96e-10,m2/s,503.0,K,,,224,molecules/unit cell,,,Molecular Dynamics,charge_scale: 50%,Computational,MD
S1387181114005113,10.1016/j.micromeso.2014.09.009,water,2.65,4.1,,LTA-4A,LTA-4A,1,,,,6.49e-10,m2/s,503.0,K,,,224,molecules/unit cell,,,Molecular Dynamics,charge_scale: 25%,Computational,MD
S1387181114005149,10.1016/j.micromeso.2014.09.012,water,2.65,7.4,,No. 1,FAU-NaY,2.5,,,,7.06e-17,m2/s,298.0,K,,,22.66,wt.%,,,Gravimetric vapor sorption (DVS),,Experimental,Uptake/Release
S1387181114005149,10.1016/j.micromeso.2014.09.012,water,2.65,7.4,,No. 1,FAU-NaY,2.5,,,,9.96e-17,m2/s,318.0,K,,,20.51,wt.%,,,Gravimetric vapor sorption (DVS),,Experimental,Uptake/Release
S1387181114005149,10.1016/j.micromeso.2014.09.012,water,2.65,7.4,,No. 1,FAU-NaY,2.5,,,,1.13e-16,m2/s,338.0,K,,,19.84,wt.%,,,Gravimetric vapor sorption (DVS),,Experimental,Uptake/Release
S1387181114005149,10.1016/j.micromeso.2014.09.012,water,2.65,7.4,,No. 2,FAU-NaY,2.54,Mg2+,,,9.14e-17,m2/s,298.0,K,,,32.09,wt.%,,,Gravimetric vapor sorption (DVS),,Experimental,Uptake/Release
S1387181114005149,10.1016/j.micromeso.2014.09.012,water,2.65,7.4,,No. 2,FAU-NaY,2.54,Mg2+,,,1.09e-16,m2/s,318.0,K,,,30.76,wt.%,,,Gravimetric vapor sorption (DVS),,Experimental,Uptake/Release
S1387181114005149,10.1016/j.micromeso.2014.09.012,water,2.65,7.4,,No. 2,FAU-NaY,2.54,Mg2+,,,1.25e-16,m2/s,338.0,K,,,29.02,wt.%,,,Gravimetric vapor sorption (DVS),,Experimental,Uptake/Release
S1387181114005149,10.1016/j.micromeso.2014.09.012,water,2.65,7.4,,No. 3,FAU-NaY,2.47,Mg2+,,,1.94e-16,m2/s,298.0,K,,,31.97,wt.%,,,Gravimetric vapor sorption (DVS),,Experimental,Uptake/Release
S1387181114005149,10.1016/j.micromeso.2014.09.012,water,2.65,7.4,,No. 3,FAU-NaY,2.47,Mg2+,,,1.99e-16,m2/s,318.0,K,,,30.71,wt.%,,,Gravimetric vapor sorption (DVS),,Experimental,Uptake/Release
S1387181114005149,10.1016/j.micromeso.2014.09.012,water,2.65,7.4,,No. 3,FAU-NaY,2.47,Mg2+,,,2.46e-16,m2/s,338.0,K,,,28.86,wt.%,,,Gravimetric vapor sorption (DVS),,Experimental,Uptake/Release
S1387181114005149,10.1016/j.micromeso.2014.09.012,water,2.65,7.4,,No. 4,FAU-NaY,,Mg2+,,,9.04e-17,m2/s,298.0,K,,,31.35,wt.%,,,Gravimetric vapor sorption (DVS),,Experimental,Uptake/Release
